01_P_L1_1, 554.5510090351494
01_P_L1_2, 525.8334935549726
01_P_L2_1, 343.3951624168251
01_P_L2_2, 351.79250835579097
01_P_L3_1, 228.03417652234018
01_P_L3_2, 232.287711688556
01_P_L4_1, 274.05437377173183
01_P_L4_2, 255.26653515506425
03_A_L1_1, 430.68971167485904
03_A_L1_2, 384.7121086553797
03_A_L2_1, 352.40856480831695
03_A_L2_2, 436.26401494198456
03_A_L3_1, 396.132299911641
03_A_L3_2, 327.3148520483534
03_A_L4_1, 110.7277458583183
03_A_L4_2, 230.87403978323312
04_Y_L1_1, 414.0387382666992
04_Y_L1_2, 536.1401594012103
04_Y_L2_1, 381.2829700152623
04_Y_L2_2, 163.04284558715716
04_Y_L3_1, 255.93157905466487
04_Y_L3_2, 104.71353547526189
04_Y_L4_1, 292.92930084579666
04_Y_L4_2, 84.84766098926532
05_J_L1(A)_1, 0.0
05_J_L1(A)_2, 0.0
05_J_L2_1, 193.15839075987716
05_J_L2_2, 460.36104087461035
05_J_L3_1, 114.04021324117336
05_J_L3_2, 80.6336089455761
05_J_L4_1, 142.66092940258054
05_J_L4_2, 140.08451903645846
06_C_L1_1, 575.3647310929797
06_C_L2_1, 374.00444403726175
06_C_L2_2, 306.248694584967
06_C_L3_1, 215.80630921819602
06_C_L3_2, 202.73769373185272
06_C_L4_1, 187.39708399324485
06_C_L4_2, 188.96475776120673
07_L_L1(A)_1, 0.0
07_L_L1(A)_2, 0.0
07_L_L2_1, 361.7241817147121
07_L_L2_2, 250.12263140325123
07_L_L3_1, 224.8317204624171
07_L_L3_2, 217.5066470363006
07_L_L4_1, 225.32973501679936
07_L_L4_2, 264.6200955442176
08_D_L1_1, 614.9208940407074
08_D_L1_2, 551.1117790595689
08_D_L2_1, 315.23139059990035
08_D_L2_2, 279.9286249702917
08_D_L3_1, 113.29637465474151
08_D_L3_2, 92.4312121456561
08_D_L4_1, 326.6414376608953
08_D_L4_2, 315.1910534111963
10_E_L1_1, 280.0474553947354
10_E_L1_2, 192.8340142602647
10_E_L2_1, 201.6893908913275
10_E_L2_2, 137.37089962127325
10_E_L3_1, 61.1392482336309
10_E_L3_2, 36.38647266051543
10_E_L4_1, 174.10717337868866
10_E_L4_2, 137.79201230216128
11_T_L1(A)_1, 0.0
11_T_L1(A)_2, 0.0
11_T_L2_1, 191.31050909745557
11_T_L2_2, 190.84886756429833
11_T_L3_1, 194.30808558133586
11_T_L3_2, 113.29709988592175
12_N_L1_1, 136.64083934286393
12_N_L1_2, 64.68010410593021
12_N_L2_1, 188.63719406462295
12_N_L2_2, 349.2919419691551
12_N_L3_1, 109.62471715603856
12_N_L3_2, 20.714152896766095
12_N_L4_1, 179.66656053191258
13_E_L1_1, 639.8000880326324
13_E_L1_2, 530.8128537400241
13_E_L2_1, 621.5196608358809
13_E_L2_2, 411.6380139087215
13_E_L3_1, 562.7898294537098
13_E_L3_2, 318.25843702893155
13_E_L4_1, 518.2319849125586
13_E_L4_2, 369.70586161329123
14_R_L1_1, 265.5231822324953
14_R_L1_2, 350.165019866285
14_R_L2_1, 214.5092405695901
14_R_L2_2, 420.3118994483674
14_R_L3_1, 61.049507070560495
14_R_L3_2, 291.5957151156167
14_R_L4_1, 176.90282552582147
14_R_L4_2, 174.3378721260876
15_R_L1_1, 614.517372182479
15_R_L1_2, 553.8890583824062
15_R_L2_1, 482.84731753178414
15_R_L2_2, 503.72827990459496
15_R_L3_1, 250.36660229677298
15_R_L3_2, 199.0957048990296
15_R_L4_1, 251.45128492081
15_R_L4_2, 227.2891346614111
16_M_L1_1, 734.7809895067842
16_M_L1_2, 7.482846867639222
16_M_L2_1, 704.6707385518782
16_M_L2_2, 465.60569409749326
16_M_L3_1, 280.4086376267292
16_M_L3_2, 321.4111368983305
16_M_L4_1, 275.61692305440795
16_M_L4_2, 203.98783008587748
17_S_L1_1, 503.8681881634663
17_S_L1_2, 384.75987565492903
17_S_L2_1, 613.5141398240314
17_S_L2_2, 564.3736518240979
17_S_L3_1, 352.4097871121473
17_S_L3_2, 274.5046321832816
17_S_L4_1, 283.84402186624914
